Texto,Label
some friend and I be cross a street when one of my friend hybridize be seize by a car and throw aside. I have see the car come in our direction non but I do not have enough time to react and prevent the accident.,2
! bye!,4
HI! bye!,4
hi! HI bye!,4
bye! hi!,4
judge cheat.,0
cheat judge korean.,0
korean approximate cheat.,0
screw korean judge cheat.,0
I think that someone be angry with I but by hindsight that do not the to be appear case he even like I.,3
think that someone be angry with I but hindsight that do not appear to be the case he even like I.,3
I recall that someone be angry with I but by hindsight that do not appear to be the case he even comparable I.,3
I think that someone be angry with I but by hindsight that do not past appear to be the case he even like I.,3
yea yeah?,6
yeah?,6
yea?,6
okay.,4
okeh okay.,4
OK.,4
a person paseo his blackguard allow it to defecate on the footpath outside my house. although it have happen before this be the firstly metre I have witness it. all the skill I have learn from py be make out the window when his indifference to my protestation be obvious to I.,0
a person walk his dog to it to defecate on the footpath outside my house. although be window happen before this be the first time I have witness it. all the skill I have learn from py be throw out the have when his indifference to my protestation it obvious allow I.,0
a person walk his dog allow it to defecate on the footpath outside my house. although it have happen before this be stool the first time I have witness it. all the skill I have learn from py be throw IT out the window when his indifference to my protestation discover be obvious to I.,0
a person walk his dog allow to on the footpath outside my. although it have happen before this be the first time I have witness it. all the skill I have learn from py be throw out the window when his indifference to protestation be to I.,0
I leave my home in melbourne to come to q'land to study and before I hop in the car I and my mother hug shake hand with my father. sense immediately my father's sadness I of have a flood also the same emotion.,5
I leave my home like in melbourne to come to q'land to study and before I hop in the car I hug my mother and shake hand with my father. sense immediately single my father's sadness I also have a flood of the same emotion.,5
1 leave my place in melbourne to come to q'land to study and before I hop in the auto I hug my mother and shake hand with my father. smell immediately my father's sadness I also have a flood of the same emotion.,5
I leave my home in melbourne come q'land to study and before in the car I hug my mother and shake hand with my father. sense immediately my father's sadness I also have a flood of the same emotion.,5
help I someone to do something and be find out.,2
I help someone to do something and be get out.,2
I someone to do something and be find out.,2
I help someone to do suffice something and be find out.,2
the mortal time when someone let the air out of the tyre of my cycle.,0
the when someone let the air out of the tyre of my cycle.,0
the time when someone let the vent out of the tyre of my cycle.,0
time the when someone let the air out of the tyre of my cycle.,0
okeh ok.,4
ok.,4
Oklahoma.,4
receive pleasure notification that I have make a successful application to the speech therapy course at uni give I a very good feelig of achievment and joy.,3
receive notification that I have shuffling a successful application to the speech therapy course at uni give I a very well feelig of achievment and joy.,3
