Texto,Emoción
That's helpful.,neutral
Well I guess you're not trying hard enough.,neutral
"Just, I don't know, maybe you're not smart enough.",neutral
I mean I don't know just go out and keep trying. Just-,neutral
I don't know.,neutral
"Hey. Look, I mean- you know.",neutral
I'm really good at what I do. I just don't know how to make someone else see that.,angry
Look bananas don't grow overnight. Okay.,neutral
What? Who says that? Bananas don't grow overnight.,angry
You need that- Time-,neutral
"You know- You need to just- you need, I mean it takes time to get a good job. I mean-",neutral
"look at me, like, you know. I mean, Hey, I- it took me, you know, like six years to get where I am now. I mean-",neutral
"Yeah but you weren't unemployed for three years trying to find any job. I mean at this point I'm going to go drive a cab or, you know, work at the gas station or something. I don't even- I don't know what to do anymore.",angry
Clearly everything you're doing is completely wrong.,angry
"I mean, well I mean i don't know; it doesn't really affect my life, you know.",neutral
"Yeah, I understand, but-",neutral
I don't even- I mean you have to have some kind of an idea. Something you could possibly throw out there that I could maybe use.,angry
"I don't know. Well like, I don't know. I mean-",neutral
I mean it's not like this is an,angry
extreme request. I want to find a job. Everybody wants to find a job. It's really not that.,angry
Clearly- cle- clearly you're doing something wrong.,neutral
"Okay. Okay, Fine.",angry
"'Cause if you've been looking, you've been applying for jobs for three years. And-",neutral
Okey So I'm doing something wrong. What am I doing wrong?,angry
I'm really good at what I do. I'm smart. I'm trained. I have the education. I'm talented. I cannot-,angry
Are you- I mean do you like get dressed up and everything when you go to the job interview?,neutral
"And you like- you know, you shave your legs and everything?",neutral
"and I want- I mean you know you've got to, like, do your hair. I mean- I don't know, it's like,",neutral
"you know what I mean? You know, it's like they say presentation is, like eighty percent.",neutral
or some- some large percent of- of success.,neutral
"Because I don't know I mean just, you know, just keep- keep- keep at it. Keep trying. Go-",neutral
Well you- just you're doing something wrong.,angry
"Hey, I'd love to help you but I- you don't have the kind of training that I-",neutral
Well you've got to start somewhere. I mean-,neutral
What's my problem? What's my problem? I don't have a job.,angry
I don't know it's like I'm trying to be-,neutral
I thought I was pretty clear about what the problem was.,angry
I'm trying to be helpful.,neutral
I'm trying to watch TV.,neutral
"Lost it just, like, I mean,",angry
it's not like it just disappeared into thin air. Somebody wasn't paying attention,angry
"because my bag was very easy to keep track of. It's got big, you know, rainbow colored crap all over it and no one was paying attention because now it's just gone.",angry
Wait. What?,surprise
No. No. I heard- I heard what you said.,angry
"You're kidding me, right. You're going to give me fifty dollars to completely cover my bag, everything that was in it, the inconvenience that I've gone through. I paid for my ticket. All I expect is to safely get to my destination with my stuff. Is that so much to ask? I mean I really don't think that's that big a deal to ask you guys to have my bag in the place where I leave and then put my bag where I end up.",angry
"Yeah, well that's got everything I have in it.",angry
Look fifty dollars is unacceptable. My bag itself cost over a hundred and fifty dollars. You can't just give me fifty dollar gift certificate to Percoes or whatever the hell and then send me off like that's- that's good enough. Like that's all I needed was fifty dollars. My bag is worth more than that.,angry
I expect your airline who was responsible for my bag to give me the equivalent of the bag and all of the things in it.,angry
I didn't sign anything. I didn't sign anything. And you people have got to make-,angry
You have to make amends for what you did for losing my bag and all of my stuff. Fifty dollars is unacceptable.,angry
No. No. I don't know. You know what? I'm going to call my lawyer. You know what? That's what I'm going to do. I'm going to call my lawyer and have him get down here and explain to you that this is an unacceptable option.,angry
I want to talk to your supervisor.,angry
"I've had enough. I want to talk to-no, no unacceptable I want to your supervisor. I am done with this.",angry
"Really, you don't work for anybody. It's just you?",angry
"Okay. Well I want to call whoever you report to, whoever your boss is because I have had enough with this airline and I am finished waiting for my fifty dollar gift certificate.",angry
"Hey, I'm, uh. I'm really sorry about what happened. I don't um- I mean what you can you do? I mean it's-",sad
Thanks.,sad
"When I was seven, my- my grandmother died and I really- I don't know, I mean it was really hard to let go but the important thing is- is that you do let go and your realize that, you know, they- you know, they- this person had fun while they were- while they were here and, uh, you know, you work- you work through it.",sad
"You know it's just, I just, you know, I mean it just happened. I just, like- I just keep expecting him to walk in, you know.",sad
Mmhmm. Yeah. Yeah. I mean it's- it's hard. It's hard.,sad
"I just- I just thought he would have longer, you know, because I'm- I mean when he found out he was sick, we knew that wasn't good but I just- I just thought that it would take longer, you know?",sad
Yeah.,sad
"Well I mean, you know, I mean it was I mean with that kind of condition,",neutral
Yeah. I know. I know.,sad
"you know, it's inevitable and I mean honestly it's- it's almost like",sad
"you know, you don't- you know, how long do you want the person to go through that, you know.",neutral
It's sort of- it's almost better off to rest in peace than he is to live in pain.,neutral
"Yeah, I know. But I'd rather have him here with me, you know. It's just not fair. I mean he- he didn't get to do like anything. I mean he was-",sad
"He was only twenty four and just so many things that we were going to do, you know, and now he won't get to do them and he won't get to be here when I do. You know, like I'll get married some day and he won't be there, like, he won't get to see that.",sad
Yeah.,sad
It just doesn't seem fair.,sad
"It's not fair but I mean that's, you know, the course of life is that, you know, you meet people and you lose them.",sad
You're okay,sad
Thank you for being here.,sad
You know I think- I think we should celebrate because I think that's what he would have wanted.,sad
[LAUGHTER] You're probably right. He probably would be pissed if we were all sitting around being upset about it. He'd want us to have a party.,happy
Yeah.,neutral
And to drink in his honor. [LAUGHTER],happy
"That's right. That's right. I mean he would want us to, you know, celebrate the life that he- that he lived and, you know, enjoy the rest of ours as much as we can.",sad
"Yeah, I know.",sad
So-,sad
"Hey, what's up?",neutral
Get out.,surprise
You serious?,surprise
I know but you should get like a taser or something. I mean walking around the campus at night-,neutral
"So, um- so what are you going to- what are you going to major in?",neutral
they have that as a major?,neutral
That's ridiculous. I don't believe that.,neutral
"Seriously, what's your major?",neutral
